"fecha_hora_med","id_parametro","valor"
"2018-12-01T04:01:10.470Z","pm25_a",11.714285850524902
"2018-12-01T03:01:21.774Z","pm25_a",13.999999046325684
"2018-12-01T02:01:11.940Z","pm25_a",17
"2018-12-01T01:01:11.357Z","pm25_a",17.571430206298828
"2018-12-01T00:01:11.955Z","pm25_a",15.285713195800781
"2018-11-30T23:01:11.214Z","pm25_a",14.714284896850586
"2018-11-30T22:01:11.942Z","pm25_a",15.142857551574707
"2018-11-30T21:01:11.349Z","pm25_a",13.571429252624512
"2018-11-30T20:01:11.354Z","pm25_a",13.14285659790039
"2018-11-30T19:01:11.470Z","pm25_a",10.14285659790039
"2018-11-30T18:01:11.349Z","pm25_a",10.142857551574707
"2018-11-30T17:01:11.940Z","pm25_a",15.428571701049805
"2018-11-30T16:01:11.360Z","pm25_a",14.428570747375488
"2018-11-30T15:01:11.943Z","pm25_a",15.571428298950195
"2018-11-30T14:01:11.351Z","pm25_a",16.285715103149414
"2018-11-30T13:01:11.941Z","pm25_a",13.428571701049805
"2018-11-30T12:01:11.967Z","pm25_a",18.571428298950195
"2018-11-30T11:01:11.941Z","pm25_a",10.428571701049805
"2018-11-30T10:01:11.376Z","pm25_a",9
"2018-11-30T09:01:11.952Z","pm25_a",7.857142925262451
"2018-11-30T08:01:11.214Z","pm25_a",10.14285659790039
"2018-11-30T07:01:11.944Z","pm25_a",9.857142448425293
"2018-11-30T06:01:11.371Z","pm25_a",11.571428298950195
"2018-11-30T05:01:11.952Z","pm25_a",10.142857551574707
"2018-11-30T04:01:11.211Z","pm25_a",10.428571701049805
"2018-11-30T03:01:11.942Z","pm25_a",11.428571701049805
"2018-11-30T02:01:11.226Z","pm25_a",12
"2018-11-30T01:01:11.940Z","pm25_a",12.85714340209961
"2018-11-30T00:01:11.203Z","pm25_a",11.285714149475098
"2018-11-29T23:01:11.942Z","pm25_a",11.000000953674316
"2018-11-29T22:01:11.348Z","pm25_a",8.714285850524902
"2018-11-29T21:01:11.945Z","pm25_a",38.999996185302734
"2018-11-29T20:01:11.352Z","pm25_a",9.857142448425293
"2018-11-29T19:01:11.640Z","pm25_a",9.714285850524902
"2018-11-29T18:01:11.649Z","pm25_a",12.714285850524902
"2018-11-29T17:01:10.564Z","pm25_a",13.571428298950195
"2018-11-29T16:01:12.458Z","pm25_a",13.285715103149414
"2018-11-29T15:01:11.740Z","pm25_a",13.14285659790039
"2018-11-29T14:01:10.562Z","pm25_a",16.571426391601562
"2018-11-29T13:01:11.879Z","pm25_a",16.28571319580078
"2018-11-29T12:01:10.456Z","pm25_a",15.285713195800781
"2018-11-29T11:01:11.868Z","pm25_a",17.428571701049805
"2018-11-29T10:01:10.456Z","pm25_a",18.71428680419922
"2018-11-29T09:01:11.866Z","pm25_a",11.571428298950195
"2018-11-29T08:01:10.573Z","pm25_a",9.14285659790039
"2018-11-29T07:01:11.874Z","pm25_a",8.714285850524902
"2018-11-29T06:01:10.562Z","pm25_a",7.5714287757873535
"2018-11-29T05:01:12.465Z","pm25_a",7.714285850524902
"2018-11-29T04:01:11.561Z","pm25_a",7.142857551574707
"2018-11-29T03:01:11.562Z","pm25_a",7.285714626312256
"2018-11-29T02:01:11.561Z","pm25_a",8.14285659790039
"2018-11-29T01:01:11.562Z","pm25_a",9.85714340209961
"2018-11-29T00:01:11.561Z","pm25_a",9.285714149475098
"2018-11-28T23:01:11.561Z","pm25_a",12.14285659790039
"2018-11-28T22:01:11.562Z","pm25_a",20.14285659790039
"2018-11-28T21:01:11.562Z","pm25_a",8.714285850524902
"2018-11-28T20:01:11.561Z","pm25_a",8.285714149475098
"2018-11-28T19:01:11.562Z","pm25_a",7.5714287757873535
"2018-11-28T18:01:11.567Z","pm25_a",6.428571701049805
"2018-11-28T17:01:11.562Z","pm25_a",7.285714626312256
