23.5,18.5
22.08333397,18.9
28.74999809,18.4
29,19.3
27.83333397,20.2
27.16666603,20.1
25.83333588,18.7
28.66666603,18.3
27.91666794,21.1
27.33333397,28.4
27,26.1
25.08333397,24.3
34.58333588,23.3
35.41666412,19.9
35.08333588,18.1
41.91666794,18.8
35.58333206,23.8
33.91666794,27.6
30.00000191,26.2
28.75,29.5
30.83333397,21.3
42.83333588,25.5
40.41666794,24.7
43.99999619,24.5
37.41666794,18.4
35.91666412,19.1
32,22.1
34.08333206,25.4
33.91666794,24.4
27.00000381,24.3
26.16666794,26.2
26.08333206,29.3
27.33333588,29.5
32.83333588,31.4
29.66666794,24.3
33.5,21.7
33.33333206,24.6
40.66666794,27.2
42.16666412,25.9
36.74999619,26.7
31.08333397,29.2
36.50000381,14.2
40.16666412,10.6
36.24999619,12.7
39.33333206,16.8
27.33333397,15.8
15.49999905,18.1
20.41666794,19.3
21.66666794,20.1
21.50000191,20.8
21.25,23.9
23.58333588,24.4
27.08333206,23.9
27,20.6
34.41666794,20.3
34.66666794,20.3
31.08333588,21.3
29.16666603,21.1
28.33333206,20.4
27.91666603,20.1
28.91666603,9.2
24.50000191,21.3
24.5,18.4
26.08333206,18.8
23.91666603,17.5
32.5,15.7
28.16666603,17.1
26.58333206,20.2
25.08333397,19.5
26.08333397,25.1
21.41666794,23.1
20.16666603,22.2
21.66666794,19.9
21.33333015,17.4
22.83333397,15.3
27.66666603,14.4
26.00000191,13.6
23.74999809,14.1
24,15.8
19.75,16.8
18.58333397,18.9
16.08333397,18.1
18.25,18.4
19.83333206,20.1
22,20.5
25.75,22.1
24.66666794,20.2
21.83333397,21.2
20.49999809,14.6
22,18.5
23.83333206,19.3
21.16666603,16.8
20.58333397,15.4
28.16666794,17.7
15.66666698,19.6
22.25000191,18.7
19.58333206,21.9
19.66666794,21.9
21.33333397,21.4
24.58333397,19.6
30.83333206,21.6
30.66666412,23.2
32.08333588,24.9
31.00000191,25.4
29.83333397,25.3
30.49999809,21.7
31.08333397,25.9
31.91666603,24.6
33.33333588,23.4
33.91666412,25.3
24.33333397,15.5
29.91666412,12.3
36,12.6
33.75,15.3
32.08333588,17.1
20.33333397,17.1
20.25,16.5
17.08333206,16.6
19.25,16.6
23.83333015,16.9
17.91666603,17.1
22,16.5
22.58333206,13.2
26.16666603,4.7
24.83333206,5.2
26.00000191,7.4
27,7.8
5,7.7
1,6.5
2.833333492,7.5
1.583333254,6.3
2.999999762,7.7
6.583333015,6.9
6.083333492,5.9
6.333333015,6.2
7.166666031,7.2
4,8.6
7.250000954,9.4
6.083332539,8.4
5.416666508,9.5
7.500000477,9.4
7.583333015,8.7
7.166666508,9.5
9.75,9.5
9.416666985,9.5
10.25,8.6
7.833333492,9.5
11.33333302,11.2
12,4.8
11.16666698,7.1
12.99999905,7.2
14.83333302,5.9
4.750000477,5.1
0.666666687,4.6
0.416666687,4.9
2.083333254,5.4
3.916666746,5.8
3.249999762,5.3
1.583333373,8.9
2.166666508,9.6
2.083333254,9.3
3.416666746,8.3
3.166666746,8.4
3.166666508,9.3
4.333333969,8.5
5.333333015,8.1
6.583333015,8.2
7.166666985,8.5
8.5,10.2
9,11.2
10.25,8.2
8.166666985,5.8
9.333333015,6.1
10.91666603,6.6
12.08333206,5.7
13.08333302,5.3
5.416666508,6.1
4,7.7
2.750000238,7.5
3.833333492,8.3
4.333333015,8.9
8.666666985,11.1
5.583333015,8.9
5.666666508,7.4
5.166666508,5.8
12.83333397,20.1
8.5,5.4
4.333333492,5.6
3.666666508,6.1
3.083333492,6.4
3.666666508,6.4
3.833333492,8.2
4.75,10.6
3.833333254,5.6
2.333333254,9.4
2.333333254,10.8
3.333333254,7.8
1.083333373,9.1
0.99999994,3.3
5.25,4.5
1.666666508,8.5
3.25,15.5
8.25,7.6
6.083333015,7.4
7.916665554,6.9
45.16666794,8.3
43.16666794,10.9
9.083333015,14.4
5.083333492,10.6
2.833333254,6.6
2.166666746,5.3
4.333333015,4.8
11.66666698,7.1
9.5,8.6
4.999999523,9.5
3.416666746,11.8
2.749999762,9.2
2.916666985,10.4
2.666666985,15.9
4.083333492,23.7
3.916666746,13.7
3.083333254,23.6
3.666666508,12.6
7,7.3
9.749999046,6.8
18.33333397,6.5
30.00000191,6.7
20.25,7.1
4.666666508,7.4
3.999999762,8.1
44.49999619,8.6
4.25,11.6
5.75,10.3
13.83333302,10.7
12.91666698,11.6
11.75,9.5
12.33333302,9.4
6.750000954,14.7
7.166666508,13.4
6.583333015,12.9
5,15.8
4.666666031,12.3
4.5,11.3
7.249999523,11.5
13.66666698,14.4
9.833333015,11.2
14.66666698,15.4
11.08333206,11.3
10.83333302,10.5
19.16666603,12.2
11.16666603,12.8
15,12.8
13.66666698,12.2
13.08333397,11.2
11.41666698,12.8
11.75,12.4
13.99999905,13.1
13.58333302,11.3
11.33333302,10.2
10.58333302,7.7
10.41666603,6.3
11.41666698,10.2
14.66666698,12.9
10.25,14.9
13.50000095,23.8
8.416666031,26.9
11.91666794,22.3
11.58333397,13.2
8.666666031,12.4
28.66666603,14.1
24.16666794,14.9
21.66666794,19.7
24.50000191,15.5
25.75000191,19.5
18.08333206,16.1
15.91666603,22.6
15.83333397,25.5
14.16666698,20.4
14.25000095,13.9
13.91666698,11.5
17.83333206,10.2
12.33333302,9.8
9.583333015,10.3
9.083333969,10.6
10.5,11.5
12.83333397,9.5
12,9.8
10,8.3
10.16666603,8.1
12.5,7.7
13.83333206,7.7
10.75,5.7
5.000000477,6.3
6.499999523,8.5
6.749999523,9.3
7.166666508,9.5
6.5,9.9
4,7.7
5.499999523,7.7
5.916666508,8.5
9,8.1
8.999999046,8.4
5.75,7.6
6.166666985,7.8
5.749999523,11.3
6,9.7
8.166666031,9.7
6.083333492,10.4
6.75,12.7
10.75,11.6
7.916666508,10.3
7.583333015,11.1
7.833333492,10.7
10.16666603,11.6
10.08333397,15.2
8.583333015,12.8
9.75,16.1
8.416666031,14.1
11.41666603,12.9
11.50000095,12.8
12.25000095,13.3
10.83333302,11.5
11.25000095,10.5
16.66666794,11.1
13.41666603,10.5
12.16666698,11.6
13.33333302,14.7
11.33333397,14.2
11.58333302,13.7
12.49999905,13.9
12.41666603,10.8
15.91666603,14.3
34.25,15.5
17.66666794,17.7
12.66666603,16.8
10.25,14.6
7.583332539,16.9
7,18.9
11.99999905,21.6
11.91666698,26.1
13.91666603,17.2
32.24999619,24.9
18.25,24.1
16,15.3
25.16666412,13.5
25.91666794,11.8
29.58333397,12.3
31.41666412,13.9
18.83333397,13.7
12.33333302,15.5
10.91666698,19.9
12,17.3
12.75,17.4
20.33333588,20.5
14.66666698,22.2
23.16666985,19.9
22.24999809,18.6
20.25,18.2
22.83333397,17.5
26.33333397,19.1
19.66666603,21.6
16.33333206,15.6
18.33333397,19.1
12.50000191,17.9
16.91666794,15.3
18.58333206,13.8
16.33333206,14.1
19.83333397,14.5
32.16666794,15.8
17.08333397,17.3
13.33333302,18.3
16.66666794,20.3
17.41666794,20.2
18.08333206,18.2
21.16666794,19.1
20,20.9
22.66666603,20.9
19.83333397,26.7
20.16666794,21.9
19.41666794,24.3
18.25,27.1
22.75,21.7
22.91666603,23.7
25.75,21.5
18.5,18.8
28.58333397,20.5
22.41666603,17.7
30.49999619,21.1
30.58333397,24.3
18.75000191,27.6
21.66666603,29.1
20.83333206,29.5
24,28.6
27.66666603,28.3
31.66666412,26.9
34.91666794,18.7
34.58333206,18.5
36.41666412,24.6
36.25000381,24.9
29.83333397,28.7
21.16666603,28.9
17,25.2
16.75,27.6
21.08333397,28.1
26.83333397,29.2
31.83333206,25.9
32.83333206,24.6
29.75,27.7
24.16666412,24.8
24.50000191,24.6
27.83333206,24.6
32.91666794,25.7
33.16666794,27.7
30.50000191,29.5
32.58333588,29.9
35.66666794,29.3
35.25,28.7
40.33333206,30.2
41.25000381,28.2
39.58333206,29.3
35.66667175,24.9
35.25,27.9
32.5,26.7
38.66666412,24.8
28.08333397,23.3
28.16666794,22.5
29.33333397,21.9
29.58333397,23.6
27.99999809,23.2
30.41666794,17.3
33.41666794,12.6
30.08333206,12.6
31.66666603,13.3
31.50000191,15.6
30.33333397,16.4
12.83333302,17.1
14.66666603,15.9
23.16666603,18.8
21.75,22.7
22,18.4
22.25000191,18.7
19.25,20.1
15.33333302,19.4
13.33333397,19.4
15.91666603,17.6
16.74999809,16.8
17.41666794,16.7
11.66666698,15.5
15.24999905,19.6
17.08333397,21.1
16.83333206,21.1
17.83333397,22.5
19.08333206,20.4
17.08333397,18.1
32.5,16.1
32.75,14.7
33.58333588,14.4
28.08333397,14.9
26,15.6
20.66666603,17.3
19.08333206,18.1
20.49999809,21.3
19.41666603,21.2
22.24999809,18.9
21.24999809,14.4
21.08333588,17.1
19.16666603,15.8
19.91666603,13.9
15.08333302,14.9
12.83333302,15.5
10.08333302,21.5
13.16666698,29.4
14.08333206,25.1
